Provincia;Partido;Localidad;Link Indec;Otros;0,256 Mbps;0,375 Mbps;0,5 Mbps;0,512 Mbps;0,625 Mbps;0,75 Mbps;1 Mbps;1,25 Mbps;1,5 Mbps;2 Mbps;2,2 Mbps;2,5 Mbps;3 Mbps;3,3 Mbps;3,5 Mbps;4 Mbps;4,5 Mbps;5 Mbps;6 Mbps;6,4 Mbps;7 Mbps;7,5 Mbps;8 Mbps;9 Mbps;10 Mbps;10,2 Mbps;11 Mbps;12 Mbps;12,3 Mbps;13 Mbps;14 Mbps;15 Mbps;16 Mbps;17 Mbps;18 Mbps;20 Mbps;20,5 Mbps;21 Mbps;22 Mbps;23 Mbps;24 Mbps;25 Mbps;25,1 Mbps;25,5 Mbps;26 Mbps;27 Mbps;30 Mbps;31 Mbps;32 Mbps;34 Mbps;35 Mbps;36 Mbps;38 Mbps;39 Mbps;40 Mbps;41 Mbps;45 Mbps;46 Mbps;48 Mbps;49 Mbps;50 Mbps;50,1 Mbps;50,25 Mbps;51 Mbps;55 Mbps;58 Mbps;59 Mbps;60 Mbps;61 Mbps;62 Mbps;64 Mbps;65 Mbps;66 Mbps;70 Mbps;75 Mbps;78 Mbps;80 Mbps;83 Mbps;85 Mbps;90 Mbps;92 Mbps;95 Mbps;100 Mbps;100,25 Mbps;110 Mbps;120 Mbps;122 Mbps;125 Mbps;126 Mbps;130 Mbps;140 Mbps;150 Mbps;157 Mbps;158 Mbps;160 Mbps;164 Mbps;165 Mbps;180 Mbps;200 Mbps;212 Mbps;220 Mbps;225 Mbps;234 Mbps;240 Mbps;250 Mbps;256 Mbps;275 Mbps;300 Mbps;320 Mbps;325 Mbps;330 Mbps;340 Mbps;400 Mbps;450 Mbps;480 Mbps;500 Mbps;512 Mbps;520 Mbps;540 Mbps;600 Mbps;680 Mbps;700 Mbps;800 Mbps;850 Mbps;900 Mbps;950 Mbps;1000 Mbps;1024 Mbps;Total general
BUENOS AIRES;Saladillo;Del Carril;6707040;;;;;;;;;;;;;;;;;;;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 
BUENOS AIRES;Saladillo;Saladillo;6707060;;;;;;;5 ;1 ;;;;;;151 ;;60 ;;;227 ;346 ;;;;132 ;;1.871 ;;;;;;;1.175 ;;;;8 ;;;;;;;;;;;1 ;;;;1.254 ;;;;;;;;;;636 ;;;;112 ;;;;;;;;;;;;;;;;;;2.828 ;;;;;;;;;;;;;;;;;;;;;;;;;1.197 ;;;;;;;;64 ;;;;;;;;;;;1 ;;10.069 
BUENOS AIRES;Salliquel�;Quenum�;6721010;36 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36 
BUENOS AIRES;Salliquel�;Salliquel�;6721020;;;;2 ;;;;;;;;;;;;13 ;;;;;;;;28 ;;;;;;;;;110 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;153 
BUENOS AIRES;Salto;Arroyo Dulce;6714010;;;;;;;;;;;;;;432 ;;;;;69 ;;;;;;;6 ;;;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;508 
BUENOS AIRES;Salto;Gahan;6714030;;;;;;;;181 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;181 
BUENOS AIRES;Salto;Inés Indar;6714040;4 ;;;;;;;;;;;;;188 ;;;;;;10 ;;;;;;6 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;208 
BUENOS AIRES;Salto;Salto;6714060;3.078 ;;;;;;11 ;;;;;;;;;70 ;;;;28 ;;;;136 ;;5.092 ;;;;;;;290 ;;;;234 ;;;;;;1.285 ;;;;;62 ;;;;;;;;;;;;;;56 ;;;;;;;;;;;;;;;;;;;;;;11 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.353 
BUENOS AIRES;San Andrés de Gile;Azcuénag;6728010;;;;;;;;;;;;;;54 ;;;59 ;;;2 ;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116 
BUENOS AIRES;San Andrés de Gile;Cucull�;6728020;;;;;;;;;;;;;;98 ;;;;;16 ;36 ;;;;;;31 ;;;;;;;;;;;2 ;;;;;;59 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;242 
BUENOS AIRES;San Andrés de Gile;San Andrés de Gile;6728040;;;;;1 ;;;;;;216 ;;;270 ;;63 ;;;;1.831 ;;;;159 ;;579 ;;;;;;;254 ;;;;1 ;;;;;;1.311 ;;;;;1 ;;;;;;;;;;;;;;35 ;;;;;;;;;;;;;;;;;;;;;;432 ;;;;;;;;;;;;;;;;;;;;;;;;;202 ;;;;;;;;11 ;;;;;;;;;;;;;5.366 
BUENOS AIRES;San Andrés de Gile;Solí;6728050;;;;1 ;;;;;;;;;;131 ;;;;;21 ;;;;;;;261 ;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;415 
BUENOS AIRES;San Andrés de Gile;Villa Espil;6728060;;;;;;;;;;;;;;104 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104 
BUENOS AIRES;San Andrés de Gile;Villa Ruiz;6728070;;;;;;;;;;;;;;86 ;;;;;;20 ;;;;;;29 ;;;;;;;;;;;;;;;;;91 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;226 
BUENOS AIRES;San Antonio de Areco;Duggan;6735010;;;;;;;;;;;;;;278 ;;;;;;;;;;;;182 ;;;;;;;24 ;;;;25 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;509 
BUENOS AIRES;San Antonio de Areco;San Antonio de Areco;6735020;2 ;;;1 ;;;10 ;;;;;;;2.223 ;;252 ;;;;;;;;361 ;;3 ;;;;;;;572 ;;;;9 ;;;;;;;;;;;4 ;;;;;;;;;;;;;;126 ;;;;;;;;;;;;;;;;;;;;;;2.424 ;;;;;;;;;;;;;;;;;;;;;;;;;1.820 ;;;;;;;;178 ;;;;;;;;;;;3 ;;7.988 
BUENOS AIRES;San Antonio de Areco;Villa Lí;6735030;;;;;;;;45 ;;;44 ;;;149 ;;;;;;8 ;;;;;;125 ;;;;;;;;;;;79 ;;;;;;;;;;;;;;;;;;;;;;;;;41 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;491 
BUENOS AIRES;San Cayetano;Balneario San Cayetano;6742010;;;;;;;;;;;;;;1 ;;;;65 ;;;;;48 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;114 
BUENOS AIRES;San Cayetano;Ochandí;6742020;;;;;;;;;;;;;;14 ;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15 
BUENOS AIRES;San Cayetano;San Cayetano;6742030;;;;;;;;;;;159 ;;;509 ;;;;;299 ;1 ;;;;262 ;;949 ;;;;;;;94 ;;;;;;;;;;;;;;;24 ;;;;;;;;;;;;;;3 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.300 
BUENOS AIRES;San Fernando;San Fernando;6749010;;2 ;;;;;2 ;138 ;;;2 ;;;507 ;;7 ;37 ;;7 ;775 ;;;;47 ;;1.016 ;;;;;;;72 ;;;;276 ;;;;;;14 ;;;;;4.163 ;;;;;;;;;;;;;;2.711 ;;;;;;;1.552 ;;;;;;;409 ;;;;;;;;7.033 ;;;;;;;;;811 ;;;;;;;;;;;;;;;;6.309 ;;;;;;;;994 ;;;;;;;;;;;182 ;;27.066 
BUENOS AIRES;San Fernando;Victoria;6749010;1 ;;;4 ;;;1 ;267 ;;;;;;335 ;;3 ;;;5 ;192 ;;;;1 ;;423 ;;;;;;;41 ;;;;147 ;;1 ;;;;6 ;;;;;26 ;;;;;;;;;;;;;;1.399 ;;;;;;;654 ;;;;;;;173 ;;;;;;;;4.908 ;;;;;;;;;333 ;;;;;;;;;;;;;;;;5.108 ;;;;;;;;993 ;;;;;;;;;;;91 ;;15.112 
BUENOS AIRES;San Fernando;Virreyes;6749010;;;;;;;1 ;29 ;;;;;;66 ;;;;;3 ;99 ;;;;2 ;;246 ;;;;;;;13 ;;;;88 ;;;;;;12 ;;;;;5 ;;;;;;;;;;;;;;1.712 ;;;;;;;1.248 ;;;;;;;344 ;;;;;;;;3.159 ;;;;;;;;;715 ;;;;;;;;;;;;;;;;2.370 ;;;;;;;;356 ;;;;;;;;;;;113 ;;10.581 
BUENOS AIRES;San Isidro;Acassuso;6756010;;1 ;;;1 ;;;20 ;;;;;;9 ;;3 ;;;2 ;45 ;;;;3 ;;96 ;;;;;;;6 ;;;;119 ;;;;;;1 ;;;;;15 ;;;;;;;;;;;;;;425 ;;;;;;;146 ;;;;;;;59 ;;;;;;;;2.140 ;;;;;;;;;118 ;;;;;;;;;;;;;;;;2.060 ;;;;;;;;553 ;;;;;;;;;;;66 ;;5.888 
BUENOS AIRES;San Isidro;Beccar;6756010;1 ;;;;;;1 ;130 ;;;3 ;;;201 ;;4 ;;;9 ;434 ;;;;6 ;;683 ;;;74 ;;;;80 ;;;;789 ;;;;;;15 ;;;;;61 ;;;;;;;;;;;;;;977 ;;;;;;;1.072 ;;;;;;;317 ;;;;;;;;5.864 ;;;;;;;;;614 ;;;;;;;;;;;;;;;;5.800 ;;;;;;;;1.274 ;;;;;;;;;;;208 ;;18.617 
BUENOS AIRES;San Isidro;Boulogne Sur Mer;6756010;11 ;;;6 ;;;;90 ;;;4 ;;;118 ;;15 ;;;28 ;720 ;;;;18 ;;851 ;;;;;;;29 ;;;;202 ;;;;;;13 ;;;;;635 ;;;;;;;;;;;;;;1.390 ;;;;;;;2.327 ;;;;;;;489 ;;;;;;;;7.042 ;;;;;;;;;1.346 ;;;;;;;;;;;;;;;;6.098 ;;;;;;;;1.278 ;;;;;;;;;;;295 ;;23.005 
BUENOS AIRES;San Isidro;Martíne;6756010;14 ;;;5 ;1 ;;2 ;148 ;;;3 ;;;99 ;;35 ;;;15 ;302 ;;;;51 ;;649 ;;;;;;;86 ;;;;609 ;;;;;;7 ;;;;;1.576 ;;;;;;;;;;;;;;2.703 ;;;;;1 ;;1.022 ;;;;;;;365 ;;;;;;;;9.634 ;;;;;;;;;507 ;;;;;;;1 ;;;;;;;;;9.483 ;;;;;;;;2.113 ;;;;;;;;;;;262 ;;29.693 
BUENOS AIRES;San Isidro;San Isidro;6756010;11 ;1 ;;3 ;;;1 ;75 ;;;2 ;;;92 ;;17 ;;;14 ;154 ;;;;21 ;;427 ;;;;;;;27 ;;;;391 ;;;;;;4 ;;;;;82 ;;;;;;;;;;;;;;1.528 ;;;;;;;738 ;;;;;;;257 ;;;;;;;;8.034 ;;;;;;;;;380 ;;;;;;;;;;;;;;;;8.292 ;;;;;;;;1.745 ;;;;;;;;;;;248 ;;22.544 
BUENOS AIRES;San Isidro;Villa Adelina;6756010;1 ;;;;;;1 ;44 ;;;;;;86 ;;8 ;;;6 ;197 ;;;;10 ;;382 ;;;;;;;18 ;;;;249 ;;;;;;9 ;;;;;18 ;;;;;;;;;;;;;;1.238 ;;;;;;;956 ;;;;;;;256 ;;;;;;;;4.300 ;;;;;;;;;597 ;;;;;;;;;;;;;;;;3.493 ;;;;;;;;585 ;;;;;;;;;;;109 ;;12.563 
BUENOS AIRES;San Miguel;Bella Vista;6760010;15 ;;;3 ;1 ;;16 ;8 ;;;47 ;;;87 ;;49 ;;;68 ;1.026 ;;;;22 ;;6 ;;;131 ;;;;9 ;;;;2 ;;;;;;8 ;;;;;7.870 ;;;;;;;;;;;;;;97 ;;;;;;;;;;;;;;;;;;;;;;917 ;;;;;;;;;;;;;;;;;;;;;;;;;2.188 ;;;;;;;;331 ;;;;;;;;;;;7 ;;12.908 
BUENOS AIRES;San Miguel;Campo De Mayo;6760010;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 
BUENOS AIRES;San Miguel;Muñi;6760010;;;;;;;2 ;2 ;;;;;;;;68 ;;;;3 ;;;;137 ;;4 ;;;;;;;49 ;;;;4 ;;;;;;35 ;;;;;1.828 ;;;;;;;;;;;;;;41 ;;;;;;;;;;;;;;;;;;;;;;990 ;;;;;;;;;;;;;;;;;;;;;;;;;1.918 ;;;;;;;;317 ;;;;;;;;;;;2 ;;5.400 
BUENOS AIRES;San Miguel;San Miguel;6760010;8 ;;;7 ;2 ;;44 ;15 ;;;1.627 ;;;732 ;;160 ;;;51 ;3.913 ;;;;85 ;;11.571 ;;;;;;;245 ;;;;46.067 ;;;;;;;;;;;20.061 ;;;;;;;;;;;;;;3.078 ;;;;;;;25 ;;;;;;;4 ;;;;;;;;2.693 ;;;;;;;;;7 ;;;;;;;;;;;;;;;;3.914 ;;;;;;;;685 ;;;;;;;;;;;19 ;;95.013 
BUENOS AIRES;San Nicolá;Conesa;6763010;;;;;1 ;;;536 ;;;;;;;;;;;134 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;671 
BUENOS AIRES;San Nicolá;Erézcan;6763020;;;;;;;;108 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108 
BUENOS AIRES;San Nicolá;General Rojo;6763030;2 ;;;;;;;;;;;;;;;;;;;;;;;;;599 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;601 
BUENOS AIRES;San Nicolá;San Nicolás de los Arroyo;6763050;6 ;;;;1 ;;1 ;130 ;;;1 ;;;323 ;;2 ;1 ;;3 ;1.535 ;;;;2 ;;4.144 ;;;;;;;804 ;;;;1.096 ;;;;;;;;;;;88 ;;;;;;;;;;;;;;3.306 ;;;;;;;;;;;;;;;;;;;;1 ;;10.119 ;;;;;;;;;;;;;;;;;;;;;;;;;11.535 ;;;;;;;;759 ;;;;;;;;;;;14 ;;33.871 
BUENOS AIRES;San Pedro;Río Tal;6770040;237 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;238 
BUENOS AIRES;San Pedro;San Pedro;6770050;;;;2 ;46 ;;1 ;491 ;;;7 ;;;476 ;;;;;1 ;625 ;;;;1 ;;655 ;;;;;;;70 ;;;;14 ;;;;;;;;;;;4 ;;;;;;;;;;;;;;570 ;;;;;;;;;;;;;;;;;;;;;;8.015 ;;;43 ;;;;;;;;;;;;;1.929 ;;;;;;57 ;;;2.572 ;;;;;;;;85 ;;;;;;;;;;;2 ;;15.666 
BUENOS AIRES;San Pedro;Santa Lucí;6770060;;;;1 ;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 
BUENOS AIRES;San Vicente;Alejandro Korn;6778020;1 ;;;;;;10 ;1 ;;;;;;181 ;;28 ;;;128 ;2 ;;21 ;;36 ;;79 ;;;;;;;40 ;;;;;;;;;;10 ;;;;;6.235 ;;;;;;;;;;;;;;101 ;;;;;;;895 ;;;;;;;284 ;;;;;;;;996 ;;;;;;;;;418 ;;;;;;;;;;;;;;;;547 ;;;;;;;;106 ;;;;;;;;;;;77 ;;10.196 
BUENOS AIRES;San Vicente;Domselaar;6778020;;;;;;;;;;;;;;29 ;;;;;22 ;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;750 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;802 
BUENOS AIRES;San Vicente;San Vicente;6778020;6 ;;;;;;19 ;;;;;;;113 ;;399 ;;;92 ;;;11 ;;365 ;;92 ;;;;;;;352 ;;;;14 ;;;;;;25 ;;;;;477 ;;;;;;;;;;;;;;133 ;;;;;;;971 ;;;;;;;194 ;;;;;;;;1.215 ;;;;;;;;;533 ;;;;;;;;;;;;;;;;773 ;;;;;;;;146 ;;;;;;;;;;;117 ;;6.047 
BUENOS AIRES;Suipacha;General Rivas;6784010;;;;;;;;;;;;;;134 ;;;;;56 ;;;29 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;219 
BUENOS AIRES;Suipacha;Suipacha;6784020;101 ;;;;;;;;;;;;;185 ;;11 ;;;2 ;1.987 ;;132 ;;63 ;46 ;;;;;;;;1.064 ;;;;;;;;;;;;;;;191 ;;;;;;;;;;;;;;67 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.849 
BUENOS AIRES;Tandil;De la Canal;6791010;5 ;;;;;;;10 ;;;;;;;;;;;;14 ;;;;;;1 ;;;4 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34 
BUENOS AIRES;Tandil;Desvío Aguirr;6791050;;;;;;;;;;;;;;;;;;;;6 ;;;;;;;;;5 ;;;;;;;;;;;;;;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13 
BUENOS AIRES;Tandil;Gardey;6791030;35 ;;;;;;;5 ;;;15 ;;;32 ;;;114 ;;;11 ;;;;58 ;;5 ;;;33 ;;;;;;;;1 ;;;;;;2 ;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312 
BUENOS AIRES;Tandil;María Ignacia  (Est. Vela;6791040;;;;;;;;;;;;;;;;;;;4 ;;;;;;;283 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;287 
BUENOS AIRES;Tandil;OTROS;Sin Datos;45 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45 
BUENOS AIRES;Tandil;Tandil;6791050;88 ;;;3 ;3 ;;132 ;51 ;;;64 ;;;128 ;;1.106 ;;;44 ;266 ;;;;900 ;;250 ;;;289 ;;;;512 ;;;;323 ;;;;;;40 ;;;;;2.545 ;;;;;;;;;;;;;;3.070 ;;;;;;;;;;;;;;1 ;;;;;;;;17.459 ;;;;;;;;;;;;;;;;;;;;;;;;;16.843 ;;;;;;;;1.467 ;;;;;;;;;;;26 ;;45.610 
BUENOS AIRES;Tapalqu�;Tapalqu�;6798020;;;;1 ;;;;;;;;;;;;;;;;;;;;;;25 ;;;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27 
BUENOS AIRES;Tigre;Benavíde;6805010;881 ;;;1 ;2 ;;1 ;18 ;;;115 ;;;233 ;;1 ;2 ;;45 ;1.126 ;;;;;;429 ;;;;;;;4 ;;;;7 ;;;;;;23 ;;;;;4.596 ;;;;;;;;1 ;;;;;;2.469 ;;;;;;;1.518 ;;;;;;;337 ;;1 ;;;;;;4.119 ;;;;;;;;;1.118 ;;;;;;;1 ;;;;;;;;;3.243 ;;;;;;;;519 ;7 ;;;;;;;;;;191 ;;21.008 
BUENOS AIRES;Tigre;Dique Lujá;6805010;12 ;;;;;;;15 ;;;52 ;;;;;;;;;10 ;;;;;;32 ;;;;;;;4 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48 ;;;;;;;1 ;;;;;;;;;;;;;;;679 ;;;;;;;;;;;;;;;;;;;;;;;;;1.159 ;;;;;;;;438 ;;;;;;;;;;;1 ;;2.451 
BUENOS AIRES;Tigre;Don Torcuato Este;6805010;4 ;;;2 ;;;;59 ;;;3 ;;;78 ;;4 ;;;17 ;225 ;;1 ;;4 ;;739 ;;;;;;;49 ;;;;387 ;;;;;;15 ;;;;;5.479 ;;;;;;;;;;;;;;3.204 ;;;;;;;1.593 ;;;;;;;343 ;;;;;;;;5.755 ;;;;;;;;;987 ;;;;;;;;;;;;;;;;4.784 ;;;;;;;;828 ;;;;;;;;;;;194 ;;24.754 
BUENOS AIRES;Tigre;Don Torcuato Oeste;6805010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4 
BUENOS AIRES;Tigre;El Talar;6805010;32 ;;;2 ;;;;66 ;;;15 ;;;130 ;;2 ;;;3 ;111 ;;;;1 ;;524 ;;;;;;;18 ;;;;63 ;;;;;;22 ;;;;;3.211 ;;;;;;;;;;;;;;2.144 ;;;;;;;1.174 ;;1 ;;;;;211 ;;;;;;;;3.521 ;;;;;;;;;746 ;;;;;;;;;;;;;;;;2.333 ;;;;;;;;318 ;;;;;;;;;;;134 ;;14.782 
BUENOS AIRES;Tigre;General Pacheco;6805010;1.187 ;;;2 ;1 ;;;62 ;;;;;;67 ;;6 ;;;2 ;178 ;;;;7 ;;555 ;;;1 ;;;;74 ;;;;164 ;;;;;;14 ;;;;;29 ;;;;;;;;;;;;;;2.484 ;;;;;;;1.467 ;;;;;;;321 ;;;;;;;;4.894 ;;;;;;;;;1.046 ;;;;;;;;;;;;;;;;3.892 ;;;;;;;;916 ;;;;;;;;;;;150 ;;17.519 
BUENOS AIRES;Tigre;Los Troncos Del Talar;6805010;2 ;;;;1 ;;;24 ;;;;;;43 ;;;;;2 ;95 ;;;;;;418 ;;;;;;;35 ;;;;75 ;;;;;;16 ;;;;;10 ;;;;;;;;;;;;;;1.884 ;;;;;;;1.328 ;;;;;;;242 ;;;;;;;;2.787 ;;;;;;;;;636 ;;;;;;;;;;;;;;;;2.036 ;;;;;;;;509 ;;;;;;;;;;;91 ;;10.234 
BUENOS AIRES;Tigre;Nordelta;6805010;;;;;;;;8 ;;;;;;30 ;;;;;;133 ;;;;;;388 ;;;;;;;199 ;;;;153 ;;;;;;23 ;;;;;10 ;;;;;;;;;;;;;;301 ;;;;;;;;;;;;;;;;;;;;;;2.276 ;;;;;;;;;;;;;;;;;;;;;;;;;4.514 ;;;;;;;;1.363 ;;;;;;;;;;;10 ;;9.408 
BUENOS AIRES;Tigre;OTROS;Sin Datos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 
BUENOS AIRES;Tigre;Ricardo Rojas;6805010;1.075 ;;;;;;;1 ;;;;;;6 ;;;;;4 ;16 ;;;;;;246 ;;;;;;;0 ;;;;2 ;;;;;;9 ;;;;;8 ;;;;;;;;;;;;;;1.220 ;;;;;;;544 ;;;;;;;113 ;;;;;;;;1.678 ;;;;;;;;;345 ;;;;;;;;;;;;;;;;1.259 ;;;;;;;;190 ;;;;;;;;;;;47 ;;6.763 
BUENOS AIRES;Tigre;Rincón de Milber;6805010;1 ;;;;;;;42 ;;;4 ;;1 ;63 ;;;;;6 ;124 ;;;;1 ;;302 ;;;;;;;21 ;;;;266 ;;;;;;8 ;;;;;14 ;;;;;;;;;;;;;;1.356 ;;;;;;;1.042 ;;;;;;;294 ;;;;;;;;3.263 ;;;;;;;;;644 ;;;;;;;;;;;;;;;;3.113 ;;;;;;;;788 ;;;;;;;;;;;170 ;;11.523 
BUENOS AIRES;Tigre;Tigre;6805010;24 ;;;5 ;;;3 ;68 ;;;29 ;;;270 ;;3 ;3 ;;6 ;535 ;;1 ;;4 ;;261 ;;;;;;;6 ;;;;137 ;;;;;;4 ;;;;;2.715 ;;;;;;;;;;;;;;2.028 ;;;;;;;702 ;;;;;;;179 ;;;;;;;;4.936 ;;;;;;;;;388 ;;;;;;;;;;;;;;;;5.072 ;;;;;;;;731 ;;;;;;;;;;;103 ;;18.213 
BUENOS AIRES;Tordillo;General Conesa;6812010;9 ;;;;;;;;;;;;;;;;193 ;;;88 ;;;;5 ;;;;;;;;;36 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;331 
